FRN,Firm Name,Type,Type Source,Status,City,Postcode,Phone,Website,Companies House,Adviser Count,Reviews,Top Rated,Adviser Types,Cities Count,In Ground Truth,In VouchedFor
197286,Citywest Consultants Limited,ifa,FCA_PERMISSIONS,Authorised,Willenhall,WV13 2BG,+4401902604006,,02400600,,,,,0,True,False
,Claire Grainge Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,5,,fa_restricted,1,False,True
,Clarence Place Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,6,286,3,fa_restricted,5,False,True
185468,Clarity Limited,institution,FCA_PERMISSIONS,Authorised,Woking,GU21 6HR,+4408003687511,www.clarityglobal.com,03466459,1,158,,ifa,1,True,True
112887,Clarke & Co,ifa,FCA_PERMISSIONS,Authorised,London,W3 6AY,+4402089935931,www.clarke-acct.co.uk,,,,,,0,True,False
148134,Clarke Dove (Insurance Brokers) Limited,ifa,FCA_PERMISSIONS,Authorised,Nottingham,NG3 5QR,+4401159620855,www.clarkedove.co.uk,01620212,,,,,0,True,False
179391,Clarksons Futures Limited,ifa,FCA_PERMISSIONS,Authorised,London,E1W 1BF,+4402073340000,www.clarksons.com,03052018,,,,,0,True,False
,"Clay Wealth Management Ltd, Partner Practice of St. James's Place Wealth Management",ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,135,1,fa_restricted,1,False,True
,Clayden Associates Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,27,,ifa,1,False,True
447235,Clear Financial Advice,ifa,VOUCHEDFOR,Authorised,Billericay,CM11 1PU,+4401268710720,www.clearifa.com,05070654,2,395,2,ifa,1,False,True
,Clear Future Financial Planners Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,10,,ifa,1,False,True
192356,Clear Markets Europe Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW3 5EZ,+19808191123,www.clear-markets.com,03807139,,,,,0,True,False
,Clear Solutions (Wealth & Tax Management) Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,62,,ifa,1,False,True
561927,Clear Vision Financial Planning Ltd,ifa,VOUCHEDFOR,Authorised,Kempston,MK43 8RU,+4401234853395,www.clearvisionfp.co.uk,07514108,1,53,,ifa,1,False,True
,Clear Vision Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,70,1,ifa,1,False,True
,Clearly Independent Financial Planning LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,76,,ifa,1,False,True
450752,Clearwater Wealth Management,ifa,VOUCHEDFOR,Appointed representative,Kingsbridge,TQ7 1NY,+441548856096,www.clearwaterfinancialplanning.co.uk,05764001,2,28,1,fa_restricted,1,False,True
,Clifford Wealth Management Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,257,1,fa_restricted,1,False,True
498916,Clinton Kennard Associates Ltd,ifa,VOUCHEDFOR,Appointed representative,Southampton,SO19 8GX,+441202821232,www.clintonkennard.co.uk,06931625,1,186,1,fa_restricted,1,False,True
,Clockswood Wealth Management Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,2,246,,ifa,1,False,True
114036,Close Brothers Asset Management,ifa,HARDCODED_INSTITUTION,Authorised,London,EC4A 1BQ,,https://www.closebrothersam.com,,,,,,0,True,False
124750,Close Brothers Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2A 4FT,+443333216100,www.closebrothers.com,00195626,,,,,0,True,False
164686,Clubb Capital Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW1Y 4PE,+4402078519080,,02701742,,,,,0,True,False
121873,Clydesdale Bank Plc,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G2 7ER,+448003457365,www.virginmoneyukplc.com,SC001111,,,,,0,True,False
484450,Cobens Wealth Management,ifa,VOUCHEDFOR,Authorised,Maidstone,ME15 6LG,+442071188777,www.cobensgroup.co.uk,05850981,1,100,1,ifa,1,False,True
194734,Cofunds Limited,platform,FCA_PERMISSIONS,Authorised,Witham,CM8 2FR,+4403456044001,www.aegon.co.uk,03965289,,,,,0,True,False
496154,Cogent Financial Services Ltd,ifa,VOUCHEDFOR,Appointed representative,Stanmore,HA7 1EP,+442089522482,www.smartinvestments.co.uk,04971972,1,27,,fa_restricted,1,False,True
125003,Colbourne & Company,ifa,FCA_PERMISSIONS,Authorised,Tamworth,B77 4NS,+440182752721,,,,,,,0,True,False
191005,Colchester Global Investors Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2V 6DL,+4402072926920,www.colchesterglobal.com,03855960,,,,,0,True,False
,Cole Financial Associates Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,59,1,fa_restricted,1,False,True
950748,Coleshill Wealth Management,ifa,VOUCHEDFOR,Authorised,Birmingham,B46 3BJ,+441675467196,www.coleshillmortgages.co.uk,05711103,1,69,1,ifa,1,False,True
,Colin Ross Financial Planning LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,143,,fa_restricted,1,False,True
,Collar Mortgage Services,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,78,1,mortgage_adviser,1,False,True
172405,Coller Capital Limited,ifa,FCA_PERMISSIONS,Authorised,London,W1K 6AF,+442076318500,www.collercapital.com,03020017,,,,,0,True,False
,Colmore Partners,ifa,VOUCHEDFOR,Assumed Authorised,,,01216598159,,,1,50,,ifa,1,False,True
,Coltman Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,119,1,fa_restricted,1,False,True
121940,Columbia Threadneedle Fund Management Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4N 6AG,+442074645000,www.columbiathreadneedle.com,02170242,,,,,0,True,False
177896,Columbia Threadneedle Investment Business Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4N 6AG,+442074645000,www.columbiathreadneedle.com,SC151198,,,,,0,True,False
119230,Columbia Threadneedle Management Limited,institution,FCA_PERMISSIONS,Authorised,London,EC4N 6AG,+442074645000,www.columbiathreadneedle.com,00517895,,,,,0,True,False
119283,Columbia Threadneedle REP AM Limited,institution,FCA_PERMISSIONS,Authorised,London,EC4N 6AG,+442074645000,www.rep.columbiathreadneedle.com,01133893,,,,,0,True,False
,Combined Financial Strategies Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,26,,ifa,1,False,True
124920,Commerzbank AG,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7PG,+4402076238000,www.commerzbank.co.uk,FC008139,,,,,0,True,False
192203,Committed Capital Financial Services Limited,institution,FCA_PERMISSIONS,Authorised,London,SW1W 9TR,+4402075291350,www.committedcapital.co.uk,03810820,,,,,0,True,False
461175,Commodore Finance Ltd,ifa,VOUCHEDFOR,Appointed representative,Prestatyn,LL19 9LW,+4401745850653,www.commordorefinance.co.uk,05924654,1,265,1,ifa,1,False,True
139185,Commonwealth Bank of Australia,ifa,FCA_PERMISSIONS,Authorised,London,EC4M 7AW,+4402077103999,,FC016009,,,,,0,True,False
,Compass Financial Solutions Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,63,1,fa_restricted,1,False,True
189097,Compass Friendly Society Limited,ifa,FCA_PERMISSIONS,Authorised,Hook,RG29 1LF,+447740799764,http://www.compass-fs.co.uk/,,,,,,0,True,False
,Compound Wealth Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,3,152,3,fa_restricted|mortgage_limited,2,False,True
,Compton Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,02081667217,,,1,161,1,ifa,1,False,True
188534,Computershare Investor Services Plc,institution,FCA_PERMISSIONS,Authorised,Bristol,BS13 8AE,+4403707020003,www-uk.computershare.com,03498808,,,,,0,True,False
,Concept Mortgages Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,01513537186,,,1,53,,mortgage_adviser,1,False,True
196679,Concerva Limited,ifa,FCA_PERMISSIONS,Authorised,Salford,M3 7BX,+441618193636,www.concerva.co.uk,04175417,,,,,0,True,False
,Concise Mortgages,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,103,1,mortgage_adviser,1,False,True
,Concise Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,62,1,ifa,1,False,True
,Confident Finance,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,87,1,ifa,1,False,True
,Connect Mortgages,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,13,279,3,ifa|mortgage_adviser,1,False,True
189316,Conning Asset Management Limited,institution,FCA_PERMISSIONS,Authorised,London,EC3R 8AJ,+4402073371958,www.conning.com,03654447,,,,,0,True,False
,Consequential Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,5,293,4,ifa,1,False,True
469507,Consilium Asset Management Ltd,ifa,VOUCHEDFOR,Authorised,Bristol,BS37 6AA,+4401454321511,https://consilium-ifa.co.uk,04838547,1,27,1,ifa,1,False,True
,Consilium Financial Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,41,1,fa_restricted,1,False,True
196475,Consilium Financial Planning Limited,ifa,FCA_PERMISSIONS,Authorised,Hitchin,SG4 9SP,+441462421775,www.consiliumfp.co.uk,04170547,,,,,0,True,False
809995,Consilium Financial Services,ifa,VOUCHEDFOR,Appointed representative,Harrow,HA2 7SA,+442071129220,,10828385,3,77,1,ifa,1,False,True
139515,Consistent Unit Trust Management Company Limited,ifa,FCA_PERMISSIONS,Authorised,Milton Keynes,MK17 0EP,+4407554996424,consistentunittrust.co.uk,02145528,,,,,0,True,False
,Consolidare Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,86,1,ifa,1,False,True
122397,Consulta Limited,institution,FCA_PERMISSIONS,Authorised,London,W1S 4PX,+442077665400,,02203991,,,,,0,True,False
,Continuum,ifa,VOUCHEDFOR,Assumed Authorised,,,01223269915,,,1,18,1,ifa,1,False,True
,Continuum (Financial Services) LLP,ifa,VOUCHEDFOR,Assumed Authorised,,,01612198546,,,5,412,2,ifa,5,False,True
,Cooper Associates Mortgages,ifa,VOUCHEDFOR,Assumed Authorised,,,01823429141,,,34,749,11,equity_release_whole_of_market|mortgage_adviser|mortgage_limited,3,False,True
,Cooper Associates Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01172957680,,,21,1020,2,fa_restricted|mortgage_limited,4,False,True
197193,Cooper Parry Wealth Limited,institution,FCA_PERMISSIONS,Authorised,Derby,DE74 2SA,+4401332411163,www.cooperparrywealth.com,04220777,,,,,0,True,False
,Cooper's Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,14,1,fa_restricted,1,False,True
171596,Cooperatieve Rabobank U.A.,institution,FCA_PERMISSIONS,Authorised,London,EC2M 5AA,+4402078093000,www.rabobank.co.uk,BR002630,,,,,0,True,False
163587,Corbett Keeling Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2R 7HP,+4402076266266,Corbettkeeling.com,02811619,,,,,0,True,False
611188,Cordiner Wealth,ifa,VOUCHEDFOR,Authorised,Leeds,LS7 4RF,+4401132621242,www.cordinerwealth.co.uk,08453762,1,257,,ifa,1,False,True
,Cornerstone Finance Group,ifa,VOUCHEDFOR,Assumed Authorised,,,02920538418,,,1,29,1,mortgage_adviser,1,False,True
,Cornerstone Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,2,51,,ifa,2,False,True
,Cornerstone Wealth Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,34,,ifa,1,False,True
,Cornwall Finance & Investment Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,2,134,2,ifa,1,False,True
194231,Coronation International Limited,institution,FCA_PERMISSIONS,Authorised,London,W1S 3DN,+4402073898840,www.coronation.com,04027812,,,,,0,True,False
,Cotswold Independent Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,3,95,3,ifa,2,False,True
,Country Wealth,ifa,VOUCHEDFOR,Assumed Authorised,,,02381159939,,,1,55,1,ifa,1,False,True
141916,Countrywide Assured Plc,ifa,FCA_PERMISSIONS,Authorised,Preston,PR1 3JJ,+4401772972050,www.countrywideassured.co.uk,02261746,,,,,0,True,False
131794,Court Ross Financial Management Limited,ifa,FCA_PERMISSIONS,Authorised,Bristol,BS1 4XE,+4401179300056,www.courtross.co.uk,02105259,,,,,0,True,False
,Courtaux Wealth Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,01172950031,,,1,4,,fa_restricted,1,False,True
124995,Courtiers Investment Services Limited,institution,FCA_PERMISSIONS,Authorised,Henley-on-Thames,RG9 2AU,+4401491578368,www.courtiers.co.uk,01387954,,,,,0,True,False
,Courtney Jones Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,3,,fa_restricted,1,False,True
118692,Courtprice Limited,ifa,FCA_PERMISSIONS,Authorised,Birmingham,B48 7LA,+4401214477555,www.courtprice.co.uk,01843190,,,,,0,True,False
122287,Coutts & Company,institution,FCA_PERMISSIONS,Authorised,London,WC2R 0QS,+4402077531000,www.coutts.com,00036695,,,,,0,True,False
,Cove Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,01132385300,,,2,121,2,ifa,1,False,True
126072,Covenham Financial Services Limited,ifa,FCA_PERMISSIONS,Authorised,Bushey,WD23 3EL,+4402089506221,,02006259,,,,,0,True,False
150892,Coventry Building Society,ifa,FCA_PERMISSIONS,Authorised,Coventry,CV3 2TQ,+4408001218899,www.coventrybuildingsociety.co.uk,,,,,,0,True,False
137997,Covertriumph Limited,ifa,FCA_PERMISSIONS,Authorised,Maldon,CM9 5EP,+4401621855666,www.roypipeinsurance.co.uk,02197802,,,,,0,True,False
184116,Covestium Ltd,institution,FCA_PERMISSIONS,Authorised,Barnstaple,EX32 7LH,+4402032861544,www.covestium.co.uk,03253817,,,,,0,True,False
,Cowan Financial Consultants Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,01413760059,,,1,38,1,fa_restricted,1,False,True
,Crabtree Consulting,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,70,,mortgage_adviser,1,False,True
,Craske Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,01216598159,,,1,38,1,fa_restricted,1,False,True
135202,Craven Street Financial Planning Limited,ifa,FCA_PERMISSIONS,Authorised,Canterbury,CT1 2UA,+4403303209280,www.cravenstreetwealth.com,03852054,,,,,0,True,False
,Crawford Dean Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02035510160,,,2,172,2,fa_restricted,2,False,True
722497,Create Wealth Management Ltd,ifa,VOUCHEDFOR,Appointed representative,Aberdeen,AB12 4XX,+441224264949,www.createfs.com,SC274209,1,41,,ifa,1,False,True
,Creating Mortgage Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,270,1,mortgage_adviser,1,False,True
,Credencis,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,290,1,ifa,1,False,True
124344,Credit Agricole Corporate and Investment Bank,institution,FCA_PERMISSIONS,Authorised,,EC2A 2DA,+442072145000,http://www.ca-cib.com/,FC008194,,,,,0,True,False
124756,Credit Agricole S.A.,ifa,FCA_PERMISSIONS,Authorised,London,EC2A 2DA,+4402072145000,https://www.credit-agricole.com/en,FC012270,,,,,0,True,False
124269,Credit Suisse (UK) Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2M 2QS,+442075678000,https://www.ubs.com/global/en/collections/credit-suisse/wealthmanagement/uk.html,02009520,,,,,0,True,False
542818,Credius Wealth Limited,ifa,VOUCHEDFOR,Appointed representative,London,EC4V 4AB,+442075625858,credius.com,06186222,1,233,1,fa_restricted,1,False,True
192204,Credo Capital Limited,institution,FCA_PERMISSIONS,Authorised,London,NW1 5DX,+4402079688300,www.credogroup.com,03681529,,,,,0,True,False
,Crendon House Mortgages Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,66,,mortgage_limited,1,False,True
173325,Crescent Capital NI Limited,institution,FCA_PERMISSIONS,Authorised,Lisburn,BT27 6YQ,+4402890233633,www.crescentcapital.co.uk,02998280,,,,,0,True,False
,Crocus Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,37,1,ifa,1,False,True
,Croft & Oakes Chartered Financial Planners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,3,234,3,ifa,1,False,True
,Crosby Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,3,64,2,fa_restricted,2,False,True
,Cross Border Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,4,132,3,ifa,2,False,True
185323,Crowe Financial Planning UK Limited,ifa,FCA_PERMISSIONS,Authorised,Reading,RG1 1AZ,+4401189597222,www.crowe.com/uk/crowefinancialplanning,03415746,,,,,0,True,False
,Crowe Financial Planning UK Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,7,185,7,ifa,5,False,True
119207,Crown Agents Investment Management Limited,institution,FCA_PERMISSIONS,Authorised,London,SE1 2AQ,+4402074897223,www.caiml.co.uk,02169973,,,,,0,True,False
,Crowood Financial Solutions,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,16,,ifa,1,False,True
500862,Crystal Clear FS Limited,ifa,VOUCHEDFOR,Appointed representative,Teddington,TW11 0JR,+441483487417,http://www.crystalclearfs.com/,08822193,1,23,1,mortgage_limited,1,False,True
,Cullen Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,22,523,4,ifa,8,False,True
155592,Culross Global Management Limited,institution,FCA_PERMISSIONS,Authorised,London,W1J 5NG,+442074091352,www.culrossglobal.com,02736036,,,,,0,True,False
600931,Culverhouse Financial Planning Ltd - Chartered Financial Planners,ifa,VOUCHEDFOR,Authorised,Orpington,BR6 7BQ,+441689862211,www.culverhouse-fp.co.uk,08470047,1,7,,ifa,1,False,True
106074,Cumberland Building Society,ifa,FCA_PERMISSIONS,Authorised,Carlisle,CA3 0JF,+4401228403141,www.cumberland.co.uk,,,,,,0,True,False
,Cummins Financial Advisers Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,132,1,ifa,1,False,True
194925,Curo Advisers Limited,ifa,FCA_PERMISSIONS,Authorised,Penarth,CF64 2EZ,+4402920256001,www.curoadvisers.com,02816390,,,,,0,True,False
,Custom Mortgages & Finance,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,99,1,mortgage_adviser,1,False,True
195432,Cutfield Freeman & Company Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW10 0XD,+442073495250,www.cfandco.com,04102470,,,,,0,True,False
118587,D M Cager (Insurance Brokers) Limited,ifa,FCA_PERMISSIONS,Authorised,Maidenhead,SL6 1EF,+4401628632848,www.dmcager.co.uk,00975767,,,,,0,True,False
,D O'Kane Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,173,1,ifa,1,False,True
170327,D W Moore & Co Limited,ifa,FCA_PERMISSIONS,Authorised,Holt,NR25 6HN,+4401263713441,www.dwmoore.net,00956334,,,,,0,True,False
126267,D. A. CALDER LIMITED,ifa,FCA_PERMISSIONS,Authorised,Glasgow,G2 6LU,+441415720900,www.dacalder.com,SC205231,,,,,0,True,False
195353,D.C. PENSIONS & INVESTMENT LTD,ifa,FCA_PERMISSIONS,Authorised,Maidstone,ME17 1AB,+4401622850777,www.dcpi.co.uk,04109598,,,,,0,True,False
143840,DAVID ROBERTS & PARTNERS (INSURANCE BROKERS) LIMITED,ifa,FCA_PERMISSIONS,Authorised,Southport,PR9 9YF,+441704508400,www.drpinsurance.com,01329408,,,,,0,True,False
140848,DB UK Bank Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC2Y 9DB,+442075458000,www.db.com,00315841,,,,,0,True,False
328644,DBL Asset Management,ifa,VOUCHEDFOR,Authorised,,SK9 5EQ,01613000019,,,2,238,2,ifa,1,False,True
194538,DENTONS INVESTMENT SERVICES LIMITED,ifa,FCA_PERMISSIONS,Authorised,Godalming,GU7 1XE,+441483521521,www.dentonswealth.co.uk,03955927,,,,,0,True,False
122126,DEUTSCHE TRUSTEE COMPANY LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,EC2Y 9DB,+442075458000,,00338230,,,,,0,True,False
,DF Wealth Management Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,02035446810,,,1,4,,fa_restricted,1,False,True
,DFS Financial Services Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,81,1,mortgage_adviser,1,False,True
,DGS Chartered Financial Planners,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,2,146,2,ifa,1,False,True
,DK Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,95,1,mortgage_adviser,1,False,True
,DL Reid Wealth & Finance,ifa,VOUCHEDFOR,Assumed Authorised,,,02920538418,,,1,48,1,fa_restricted,1,False,True
,DMB Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,128,1,fa_restricted,1,False,True
,DMH Private Wealth Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,113,1,ifa,1,False,True
194666,DN Capital Limited,ifa,FCA_PERMISSIONS,Authorised,London,SW1H 9BP,+4402073401600,www.dncapital.com,04041110,,,,,0,True,False
141933,DOBSON AND HODGE LIMITED,ifa,FCA_PERMISSIONS,Authorised,Doncaster,DN1 2HH,+4401302323465,www.dobsonandhodge.co.uk,00975536,,,,,0,True,False
,DPB Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,68,,ifa,1,False,True
143880,DRW INVESTMENTS (UK) LIMITED,ifa,FCA_PERMISSIONS,Authorised,London,EC3V 4AB,+4402072821000,www.drw.com,02329842,,,,,0,True,False
,DS Howell Financial Services Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,3,99,1,ifa,1,False,True
,DS MC Dermott Financial Planning LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,51,,fa_restricted,1,False,True
125247,DTE Risk and Financial Management Limited,ifa,FCA_PERMISSIONS,Authorised,Bury,BL9 0DN,+4401617671400,www.dtefinancialplanning.com,01967512,,,,,0,True,False
133946,DWA Protector Limited,ifa,FCA_PERMISSIONS,Authorised,London,WC1A 2RP,+4402078317722,,02149781,,,,,0,True,False
,DWB Wealth Consultancy LTD,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,2,56,1,fa_restricted,2,False,True
,DWJ Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,68,1,fa_restricted,1,False,True
114029,"DZ Bank AG, Deutsche Zentral-Genossenschaftsbank",ifa,FCA_PERMISSIONS,Authorised,London,EC2V 6ET,+4402077766000,https://www.dzbank.com/content/dzbank/en/home/international-network/london.html,FC011074,,,,,0,True,False
122113,Daiwa Asset Management (Europe) Ltd,institution,FCA_PERMISSIONS,Authorised,London,EC4N 7DA,+4402075977050,,02045607,,,,,0,True,False
124490,Daiwa Capital Markets Europe Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4N 7DA,+4402075978000,www.uk.daiwacm.com,01487359,,,,,0,True,False
175853,Daiwa Corporate Advisory Limited,ifa,FCA_PERMISSIONS,Authorised,London,EC4N 7DA,+4402078560999,www.dcadvisory.com,03067616,,,,,0,True,False
103677,"Daly, Hoggett & Co",ifa,FCA_PERMISSIONS,Authorised,London,W1T 3HS,+4402076377906,www.dalyhoggett.co.uk,,,,,,0,True,False
,Dan Morgan Financial Associates,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,48,1,fa_restricted,1,False,True
,Daniel Bloomfield Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02081668476,,,1,129,1,fa_restricted,1,False,True
,Daniel Hyde Financial Services,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,105,,ifa,1,False,True
124655,Danske Bank A/S,ifa,FCA_PERMISSIONS,Authorised,London,EC2N 4AY,+4402074108000,www.danskeci.com/london,00028472,,,,,0,True,False
137569,Dart Capital Limited,institution,FCA_PERMISSIONS,Authorised,London,EC2V 7BG,+442071314000,evelyn.com,02146006,,,,,0,True,False
,Dave Murray Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,1,44,1,fa_restricted,1,False,True
146287,David Booler & Company,institution,FCA_PERMISSIONS,Authorised,Leicester,LE19 1SA,+441162407070,www.boolers.co.uk,,,,,,0,True,False
147395,David Cope and Partners Limited,ifa,FCA_PERMISSIONS,Authorised,Lymm,WA13 0AB,+4401618394956,www.dcandp.co.uk,02529633,,,,,0,True,False
771834,David James Wealth,ifa,VOUCHEDFOR,Appointed representative,London,WC1V 7JZ,+442070140186,www.davidjameswealth.com,11557919,3,272,3,fa_restricted|mortgage_adviser,2,False,True
126263,David Jameson Limited,ifa,FCA_PERMISSIONS,Authorised,Epping,CM16 4AF,+4401992560660,,01938613,,,,,0,True,False
,David Lawrance Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388941,,,1,50,1,fa_restricted,1,False,True
143191,David Nathan Associates,ifa,FCA_PERMISSIONS,Authorised,St. Albans,AL2 3SU,+4402083653764,,,,,,,0,True,False
,David Ruler Financial Planning Limited,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,199,1,ifa,1,False,True
121754,David Stock & Co Limited,ifa,FCA_PERMISSIONS,Authorised,Newport,NP20 4AQ,+4401633672000,www.davidstock.co.uk,03836802,,,,,0,True,False
,David Winter IFA,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,1,50,1,ifa,1,False,True
,Davies & Preedy Financial Planning Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388939,,,2,47,2,fa_restricted,1,False,True
,Davis-Skeggs Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,36,,fa_restricted,1,False,True
,De Mellow & Co Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,02381159951,,,9,261,7,fa_restricted,1,False,True
,De Rose Wealth Management Ltd,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,65,1,fa_restricted,1,False,True
,Dean Vaughan Mortgages,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388942,,,1,45,1,mortgage_adviser,1,False,True
190203,Deep Blue Financial Limited,ifa,FCA_PERMISSIONS,Authorised,Fareham,PO16 0XR,+4401329233364,www.deepbluefinancial.com,03816301,,,,,0,True,False
991603,Deep Dive Financial Planning Ltd,ifa,VOUCHEDFOR,Appointed representative,London,EC2A 2BX,+4402038824569,,14501403,1,108,1,ifa,1,False,True
806635,Delaunay Wealth Management Ltd,ifa,VOUCHEDFOR,Authorised,London,BN1 2RE,+443455053500,www.delaunaywealth.com,08107472,1,107,,ifa,1,False,True
138197,Delta Financial Management Limited,ifa,FCA_PERMISSIONS,Authorised,Borehamwood,WD6 1JD,+4402082074860,www.deltafinancial.co.uk,01514840,,,,,0,True,False
,Delton Hall Financial Planning,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388938,,,1,12,1,fa_restricted,1,False,True
808544,Dendro Private Wealth,ifa,VOUCHEDFOR,Appointed representative,London,EC4A 3AG,+442038587870,http://www.dendroprivatewealth.com/,11340762,1,34,1,fa_restricted,1,False,True
,Denham & Burd Wealth Management,ifa,VOUCHEDFOR,Assumed Authorised,,,03300388940,,,3,294,2,ifa,1,False,True
