Rank,Priority Score,Category,FRN,Firm Name,Town,Postcode,Phone,Website,Adviser Count,Advises on Investments,Retail Clients,Manages Investments,Pension Transfers,Collective Investment Schemes,Life Policies,Professional Clients,Is AR,Principal FRN,Principal Name,Companies House Number,PIMFA Member,Has Disciplinary History,Data Confidence,Core Score,Fund Distribution Score,Firm Size Score,Multi Asset Cautious Fit,Multi Asset Income Fit,UK Equity Income Fit,Global Equity Fit,Corporate Bond Fit
695,16,dfm,122365,Innvotec Limited,London,W1W 6XH,+442076306990,www.innvotec.co.uk,29,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
696,16,dfm,947852,Two10 Investment Services Limited,Preston,PR3 3JA,+4401772970470,two10investmentservices.co.uk,15,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,15,16,21,16,6,11
697,16,dfm,923827,Navera Investment Management Limited,London,SE1 9HA,+442037408350,www.naverainvestment.com,29,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
698,16,dfm,801128,Investengine (UK) Limited,London,SE1 0BS,+442080519501,investengine.com,32,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
699,16,dfm,139253,JEFFERIES INTERNATIONAL LIMITED,London,EC2N 4JL,+442070298000,www.jefferies.com,2542,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
700,16,dfm,1012848,Morrison Infrastructure (UK) Limited,London,EC2N 1AR,+442035239103,https://morrisonglobal.com/,20,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
701,16,ifa,208716,The Fund Incubator Limited,London,SE1 3XF,+447771292930,http://www.thefundincubator.com/,193,True,False,False,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
702,16,dfm,849840,Camco Management Limited,London,SE1 7PB,+442081429187,https://www.camco.fm,39,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
703,16,dfm,820688,Firstminute Capital LLP,London,WC2R 3DA,+4407880706826,www.firstminute.capital,29,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
704,16,dfm,197186,Forvis Mazars Corporate Finance Limited,London,EC4M 7AU,+4402070634000,https://www.forvismazars.com/uk/en,50,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
705,16,dfm,183732,NCM Fund Services Limited,Edinburgh,EH2 3AH,+441316037020,www.ncmfundservices.com,101,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
706,16,dfm,142840,Newgate Private Equity Limited,Bournemouth,BH3 7BB,+447767823825,www.newgatepe.com,63,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
707,16,dfm,447282,Laven Advisors LLP,London,EC2R 8DU,+4402078380010,www.lavenpartners.com,378,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
708,16,dfm,416900,DTZ Investment Management Limited,London,EC2N 1AR,+4402033490349,www.dtzinvestors.com,55,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
709,16,dfm,807367,Entrepreneurs First Investment Manager LLP,London,E2 8JF,+4407800905250,www.joinef.com,20,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
710,16,dfm,217457,EPIC Investment Partners (UK) Limited,London,EC1N 6SN,+4402075532363,www.epicip.com,70,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
711,16,dfm,223074,Evelyn Partners Asset Management Limited,London,EC2V 7BG,+442071314000,usa.evelyn.com,532,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
712,16,dfm,604090,Fair Oaks Capital Ltd,London,SW1H 9JA,+442030340400,www.fairoakscap.com,36,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
713,16,dfm,587084,MET Facilities LLP,London,NW11 8RQ,+442072808873,www.metfacilities.com,281,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
714,16,dfm,519772,Midmar Capital LLP,Edinburgh,EH1 3QB,+4401314731006,www.midmarcapital.com,184,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
715,16,dfm,473797,Octopus Renewables Limited,London,W1D 1NN,+4403450404555,https://www.octopusenergygeneration.com/,64,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
716,16,dfm,478321,ODIN CAPITAL MANAGEMENT LIMITED,London,EC2M 4NS,+447471182480,www.odincm.com,107,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
717,16,ifa,620307,Redevco Value Add Investment Manager Limited,London,W1B 5AN,+442074099777,www.redevco.com,26,True,False,False,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
718,16,dfm,180891,River Capital Management Limited,Liverpool,L3 9QJ,+447726459419,www.rivercapitaluk.com,46,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
719,16,dfm,474277,Sun Global Investments Limited,London,W1W 5QA,+4402072906930,www.sunglobal.co.uk,54,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
720,16,dfm,725992,True Capital Limited,London,SW1E 6NF,+4401628760000,www.true.global,25,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
721,16,dfm,114493,Chelsea Financial Services Plc,London,SW6 2JS,+4402073847300,www.chelseafs.co.uk,13,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,15,16,21,16,6,11
722,16,dfm,564525,Oxford Investment Opportunity Network Limited,Oxford,OX1 4EH,+4401865261480,https://www.oxfordinnovationfinance.co.uk/,43,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
723,16,dfm,122428,ALDER INVESTMENT MANAGEMENT LIMITED,London,EC2V 8AE,+442076016200,www.alder-investment.co.uk,47,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
724,16,dfm,430986,New College Capital Ltd,London,SW1A 1NS,+4402074958720,www.newcoll.com,35,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
725,16,dfm,706689,Clear Capital Markets Ltd,London,EC2M 2DD,+4402038696083,http://www.clearcapitalmarkets.co.uk,25,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
726,16,dfm,763601,Saranac Partners Limited,London,SW1A 1ER,+442075095700,http://www.saranacpartners.com/,75,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
727,16,dfm,768174,Brookfield Global Infrastructure Advisor Limited,London,E14 5AA,+442076593500,www.brookfield.com,67,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
728,16,dfm,768271,Brookfield Global Business Advisor Limited,London,E14 5AA,+442076593500,www.brookfield.com,64,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
729,16,dfm,768273,Brookfield Global Renewable Energy Advisor Limited,London,E14 5AA,+442076593500,www.brookfield.com,40,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,16,21,16,6,11
730,16,dfm,774437,Latitude Investment Management LLP,London,SW1A 1RE,+442070879273,www.latitudeim.com,20,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,16,21,16,6,11
731,15,ifa,583257,"TA Associates (UK), LLP",London,W1J 8AJ,+442078230200,,36,True,False,False,True,True,False,True,False,,,,False,False,0.5,5,20,20,15,20,15,5,10
732,15,dfm,479827,London Stone Securities Limited,Ashton-on-Ribble,PR2 2YP,+442036971700,,20,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,15,20,15,5,10
733,15,dfm,143694,Blankstone Sington Limited,Manchester,M3 5EN,+4401618319999,,36,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,15,20,15,5,10
734,15,dfm,485836,Orbis Portfolio Management (Europe) LLP,London,NW1 6QG,+442070422000,,46,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,15,20,15,5,10
735,15,dfm,122229,RF Trustee Co. Limited,London,WC2N 6DF,+4402036966700,,33,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,15,20,15,5,10
736,15,dfm,671280,VM Advisory Limited,London,W1T 2NS,+442073132000,,26,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,15,20,15,5,10
737,15,dfm,768204,Brookfield Global Property Advisor Limited,,E14 5AA,+442074088401,,87,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,20,15,20,15,5,10
738,14,dfm,806702,Zodiac Partners Ltd,London,EC3A 7LN,+4402083966888,www.zodiacpartners.co.uk,13,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
739,14,dfm,149145,Queen Street Finance Ltd,London,EC4R 1QS,+4402079597300,https://www.queenstreetfinance.com/,71,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
740,14,dfm,811340,GPIM Limited,London,EC2R 5BJ,+442038838780,http://www.gpimlimited.com/,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
741,14,dfm,816962,Zeus Investment Management Limited,London,EC2N 1AR,+442038295000,https://zeuscapital.co.uk/investment-management/,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
742,14,dfm,551170,Mariana UFP LLP,London,EC4N 6EU,+442070656600,www.marianaufp.com,305,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
743,14,dfm,564597,New Model Venture Capital Limited,Gerrards Cross,SL9 7QE,+4403301224337,www.newmodel.vc,19,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
744,14,ifa,114239,Sucden Financial Limited,London,EC3R 5AZ,+4402032075000,www.sucdenfinancial.com,416,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
745,14,dfm,698380,Hilbert Investment Solutions Ltd,London,EC3M 7DQ,+442033181742,www.hilbert-is.com,11,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
746,14,dfm,572300,Rockpool Investments LLP,London,SW1E 5DH,+4402038548100,www.rockpool.uk.com,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
747,14,dfm,653541,Patronus Partners Limited,London,EC4N 7HR,+4402038185301,www.patronuspartners.com,17,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
748,14,dfm,122531,PineBridge Investments Europe Limited,London,WC1B 3AU,+4402073986000,www.pinebridge.com,282,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
749,14,dfm,196460,Praefinium Partners Ltd,London,W1K 5EH,+4402031784259,www.praefinium.com,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
750,14,dfm,150000,Hermes Investment Management Ltd,London,EC2V 6ET,+4402077020888,www.hermes-investment.com,475,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
751,14,dfm,188757,Rometsch & Moor Limited,London,EC3V 3DG,+4402076263077,www.rometschandmoor.com,11,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
752,14,dfm,197008,Impax Asset Management Limited,London,SW1Y 4AJ,+442039123000,http://www.impaxam.com/,201,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
753,14,dfm,524535,INDEPENDENT ADVICE LTD,Bolton,BL6 6PG,+4401204559696,hjscott.co.uk,9,True,True,True,True,False,True,False,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
754,14,dfm,191713,SEI Investments (Europe) Ltd,London,EC2A 1AH,+442038108000,www.seic.com,213,True,True,True,True,False,True,True,False,,,,True,True,0.75,15,15,20,14,19,14,4,9
755,14,dfm,544237,SECOR Investment Advisors (UK) LLP,London,EC4N 7AF,+447711466539,http://www.secor-am.com/,22,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
756,14,dfm,194667,T. Rowe Price International Ltd,London,EC4M 7DX,+442076518200,www.troweprice.com,339,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
757,14,dfm,400674,Talisman Global Asset Management Ltd,London,W1G 0PW,+4402076474600,www.talismanglobal.co.uk,65,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
758,14,dfm,515793,Tamsel (UK) Limited,London,SW1A 1LP,+4402031671224,,16,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
759,14,dfm,629765,Edenred Capital Partners Limited,London,W2 6BD,+4407818036558,https://www.edenredventures.com,15,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
760,14,dfm,166063,Van Lanschot Kempen Investment Management (UK) Ltd,London,EC3V 0BG,+4402036369400,www.vanlanschotkempen.com,85,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
761,14,dfm,189829,Thomas Miller Investment Ltd.,London,EC3M 4ST,+4402072042020,tminvestment.com,49,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
762,14,dfm,416226,Thome Asset Management & Asset Controlling,Salisbury,SP4 0DW,+4401722782950,www.tamac.com,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
763,14,dfm,610230,KMG Investment Management Limited,Gatwick,RH6 0PA,+4401342840157,,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
764,14,dfm,115020,Lacomp Ltd,Bagshot,GU19 5AH,+4401276475123,www.lacomp.co.uk,9,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
765,14,dfm,586466,TRADESLIDE TRADING TECH LTD,London,E14 5AB,+442037691554,www.darwinex.com,11,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
766,14,ifa,141157,TRILAND METALS LIMITED,London,WC1V 6BA,+4402070615500,www.triland.com,225,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
767,14,dfm,534484,London & Eastern LLP,London,W2 1BE,+4402034754516,https://pelicantrading.io/,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
768,14,dfm,145930,Western Asset Management Company Limited,London,EC2A 2EN,+4402074223000,www.westernasset.com/gb/qe/,175,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
769,14,dfm,403210,Williams Investment Management LLP,Harrogate,HG1 5PR,+4401423705123,www.williams-im.com,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
770,14,dfm,569888,Arnold Stansby & Co. Limited,Manchester,M2 5JJ,+4401618328554,www.arnold-stansby.com,9,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
771,14,dfm,122512,First Sentier Investors International IM Limited,,EH2 1BB,+441314732200,http://www.firstsentierinvestors.com/,386,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
772,14,dfm,119367,First Sentier Investors (UK) IM Limited,,EH2 1BB,+441314732200,http://www.firstsentierinvestors.com/,372,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
773,14,dfm,476031,FMR Investment Management (UK) Limited,London,EC4M 5SB,+4402071843500,https://institutional.fidelity.com/app/item/RD.html,156,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
774,14,dfm,229906,Nexedge Markets Ltd,London,E14 5RE,+4407936275722,www.nexedgemarkets.com,14,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
775,14,ifa,434611,Fortress Investment Group (UK) Ltd,London,W1J 8AE,+442072905600,www.fortress.com,112,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
776,14,dfm,225825,Meltemi Investment Management Limited,London,SW3 2ND,+442037958147,www.meltemi.biz,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
777,14,dfm,181136,MFS INTERNATIONAL (U.K.) LIMITED,London,EC4V 5ER,+4402074297200,www.mfs.com,238,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
778,14,dfm,122140,Mirabaud Asset Management Limited,London,SW1E 5DH,+4402031677000,www.mirabaud-am.com,123,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
779,14,dfm,449468,Morningstar Investment Management Europe Limited,London,EC1Y 1HQ,+4402031070000,https://www.morningstar.com/en-gb/products/morningstar-managed-portfolios,73,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
780,14,dfm,192261,Muzinich & Co. Limited,London,W1S 1YQ,+442039285200,WWW.MUZINICH.COM,133,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
781,14,dfm,190748,Stenham Asset Management (UK) Plc,London,W1W 5QZ,+442070796646,,41,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
782,14,dfm,501695,S&T Asset Management LLP,Manchester,SK6 7AA,+441614846789,,18,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
783,14,dfm,188997,Nippon Life Schroders Asset Management Europe Limited,London,EC2Y 5AU,+4402076586000,www.schroders.com,219,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
784,14,dfm,147956,AllianceBernstein Limited,London,EC2M 5SJ,+442074700100,www.alliancebernstein.com,507,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
785,14,dfm,455367,ALPCOT CAPITAL MANAGEMENT LIMITED,London,W1S 3HB,+4402075180530,,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
786,14,dfm,625263,ALLX Ltd,Harrow,HA1 1LJ,+447738064405,www.allxgroup.com,17,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
787,14,dfm,475828,Central Markets Investment Management Limited,Leigh-on-Sea,SS9 3NA,,,23,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,20,14,19,14,4,9
788,14,dfm,670081,Ark Investment Management Ltd,London,W1G 0JR,+442036512746,www.arkim.co.uk,8,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
789,14,dfm,584493,Clarion Investment Management Limited,Alderley Edge,SK9 7DZ,+4401625466360,,16,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
790,14,ifa,513515,Atomico (UK) Partners LLP,,W1T 1NJ,+4402074991093,www.atomico.com,16,True,False,False,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
791,14,dfm,121818,Baillie Gifford Overseas Limited,Edinburgh,EH1 3AN,+441312752000,www.bailliegifford.com,925,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
792,14,ifa,140836,CLSA (UK),London,EC2N 4BQ,+4402076147000,https://www.clsa.com/global-2/europe/,553,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
793,14,dfm,498338,COVENTRY CAPITAL LIMITED,Brighton,BN1 3XF,+442073188903,www.coventry.com,25,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
794,14,dfm,173325,Crescent Capital NI Limited,Lisburn,BT27 6YQ,+4402890233633,www.crescentcapital.co.uk,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
795,14,ifa,170937,BMO Capital Markets Limited,London,EC2M 2AT,+442072361010,www.bmocm.com,312,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
796,14,dfm,590179,D. E. Shaw & Co. (London) LLP,London,W1U 8EW,+4402074094300,http://www.deshaw.com/,96,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
797,14,ifa,149240,MIRAE ASSET SECURITIES (UK) LTD.,London,EC2N 1HQ,+442079828030,https://securities.miraeasset.co.uk/,69,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
798,14,ifa,124490,Daiwa Capital Markets Europe Limited,London,EC4N 7DA,+4402075978000,www.uk.daiwacm.com,759,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
799,14,dfm,196669,Isio Investment Solutions Limited,London,EC2V 7EE,+447500993506,www.isio.com,117,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
800,14,dfm,489602,BriceAmery Capital Ltd,London,EC2M 4YJ,+442079938151,www.briceamery.com,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
801,14,dfm,556371,DJWM Limited,London,N3 1SR,+442082015132,www.invfit.co.uk,8,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
802,14,dfm,191120,Principal Global Investors (Europe) Limited,London,EC2V 7HR,+442077100220,www.principalam.com,141,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
803,14,dfm,176498,Capital Trust Financial Management LTD,Coleraine,BT52 1NB,+4402870358500,,5,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
804,14,dfm,629431,MERCER RISK MANAGEMENT LIMITED,London,EC3R 5BU,+442076266000,https://www.mercer.com/en-gb/,94,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
805,14,dfm,195028,Schroders IS Limited,London,EC2Y 5AU,+4402076586000,https://www.schroders.com,443,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
806,14,dfm,601037,Quorum Capital Limited,London,WC1N 3AX,+4402071860898,www.quorumcapital.co.uk,7,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
807,14,dfm,625562,Square Mile Investment Services Limited,London,W1U 1QU,+4402073999470,https://www.titansquaremile.com/,53,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
808,14,dfm,146665,State Street Global Advisors Limited,London,E14 5HJ,+442033956000,www.statestreet.com/investment-management,615,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
809,14,dfm,401049,VICTORIA CAPITAL (UK) LIMITED,Haywards Heath,RH16 2AB,+442072927103,www.victoriaprivateinvestment.com,19,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
810,14,dfm,478269,Acoro Capital Partners LLP,London,SW19 3QY,+4402078317755,www.acorocapital.com,13,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
811,14,dfm,563704,PATRIA INVESTMENTS UK LIMITED,London,W1K 6TL,+4402035306600,www.patria.com,14,True,False,True,True,True,False,True,False,,,,False,False,0.5,5,20,15,14,19,14,4,9
812,14,dfm,187863,Swiss Re Capital Markets Limited,London,EC3A 8EP,+4402079333000,https://www.swissre.com/our-business/alternative-capital-partners.html,229,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
813,14,dfm,709689,Sarus Select Capital Ltd,London,W1W 5PF,+442070973812,https://sarusselectcapital.co.uk/,14,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
814,14,dfm,669243,PK Wealth Limited,Richmond,TW9 2RD,+442083349953,www.pkgroup.co.uk,17,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
815,14,ifa,402258,Howden Capital Markets Limited,London,EC3A 5AF,+4402076233806,,64,True,False,False,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
816,14,dfm,750788,Ekins Guinness LLP,Whitchurch,RG28 7RR,+441264738989,www.ekinsguinness.com,13,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
817,14,dfm,713915,GIRA Strategic Finance Limited,London,EC2V 6DL,+442034406850,giracap.com,33,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
818,14,dfm,141274,Jupiter Asset Management Limited,London,SW1E 6SQ,+442038171000,www.jupiteram.com,402,True,False,True,True,False,True,True,False,,,,False,False,0.5,5,15,20,14,19,14,4,9
819,14,dfm,582104,J H Lowson & Company Limited,Lancaster,LA1 1LU,+440152469831,www.lowco.uk,6,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
820,14,dfm,615732,NGEN Capital Ltd,London,W1S 4PW,+447713743432,http://www.ngencap.com/,11,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
821,14,dfm,911947,Hundle & Partners Limited,London,W1S 4HZ,+442045515751,www.hundle.co,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
822,14,dfm,912923,Topstone Capital Limited,London,W1J 8DS,+4402039473720,www.topstonecap.com,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
823,14,dfm,914259,Wealthfusion Limited,London,W1H 6DU,+4402081547030,www.wealthfusion.co.uk,10,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
824,14,dfm,916792,WHITMAN ASSET MANAGEMENT LIMITED,London,W1U 3AB,+442078467460,https://whitman.co.uk,17,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
825,14,dfm,930300,Baron & Grant Investment Management Limited,Derbyshire,DE12 8JW,+441283387070,www.baronandgrant.com,7,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
826,14,dfm,820474,MONOGRAM CAPITAL MANAGEMENT LTD,London,W1C 1AX,+447711128457,,12,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
827,14,dfm,924563,SANFORD DELAND ASSET MANAGEMENT LTD,Leeds,LS1 5HD,+4401133501820,http://www.sanford-deland.com/,11,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
828,14,dfm,925231,Artless Wealth Ltd,Colchester,CO4 3ZQ,+441379777762,www.artlesswealth.com,6,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
829,14,dfm,770616,CubicStone Capital Management Limited,London,WC2N 5DA,+442071938470,http://www.cubicstone.co.uk/,14,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
830,14,dfm,955992,Callanish Capital Ltd,London,SW1X 0BD,+4402038783589,www.callanishcapital.co.uk,7,True,True,True,True,False,True,True,False,,,,False,False,0.5,15,15,10,14,19,14,4,9
831,14,dfm,940407,Ptarmigan Capital Limited,London,W1G 0PH,+442030341135,https://ptarmigancapital.co.uk/,15,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
832,14,dfm,942254,Brompton Asset Management Limited,London,SW1X 7QA,+4402070450600,www.bromptonam.com,14,True,True,True,True,False,False,True,False,,,,False,False,0.5,15,10,15,14,19,14,4,9
