rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
1940,33.3,Greenarch Wealth Management Limited,605774,tier_4,6,0,0,,,NE13 6DS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1941,33.3,Wealthwise Corporate Financial Management Ltd,516797,tier_4,6,0,0,,,B79 7QF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1942,33.3,LEXINGTON WEALTH MANAGEMENT LIMITED,440099,tier_4,6,0,0,,,SN5 4LX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1943,33.3,Adrian Smith Wealth Management Limited,680893,tier_4,6,0,0,,,FY4 5GU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1944,33.3,BAMFORD WEALTH MANAGEMENT LIMITED,592856,tier_4,6,0,0,,,WR14 1JJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1945,33.3,DATA Wealth Management LLP,446074,tier_4,6,0,0,,,NR25 7AB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1946,33.3,ARBUTUS WEALTH MANAGEMENT (AWM) LTD,924987,tier_4,6,0,0,,,SG14 1EJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1947,33.3,Golden Oak Wealth Management Limited,783726,tier_4,6,0,0,,,PE9 1PB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1948,33.3,Leadenhall Wealth Management Ltd,775671,tier_4,6,0,0,,,EC3M 7DQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1949,33.3,Collingbourne Wealth Management Ltd,442050,tier_4,6,0,0,,,SO23 9EH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1950,33.3,Prosperity Wealth Management Limited,458953,tier_4,6,0,0,,,S42 7LD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1951,33.3,S Johnson Wealth Management LLP,631765,tier_4,6,0,0,,,B74 3JE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1952,33.3,Rosewood Wealth Management Ltd,841587,tier_4,6,0,0,,,S41 7FH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1953,33.3,Sandycross Wealth Management LLP,515432,tier_4,6,0,0,,,TN21 8QR,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1954,33.3,Thomson Wealth Management Ltd,722559,tier_4,6,0,0,,,G2 1DA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1955,33.3,LEE WEALTH MANAGEMENT LIMITED,596277,tier_4,6,0,0,,,CH63 0NJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1956,33.3,COOPER PARK WEALTH MANAGEMENT LIMITED,228865,tier_4,6,0,0,,,HG1 5LQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1957,33.3,WILLDAY WEALTH MANAGEMENT LIMITED,802057,tier_4,6,0,0,,,LE3 5LX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1958,33.3,Select Wealth Management Limited,745204,tier_4,6,0,0,,,B94 6EA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1959,33.3,FIELDS MACDONALD WEALTH MANAGEMENT LIMITED,605530,tier_4,6,0,0,,,S21 1TZ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1960,33.3,Aspen Wealth Management LLP,843370,tier_4,6,0,0,,,PO33 2AD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1961,33.3,Kilgour Wealth Management Limited,522660,tier_4,6,0,0,,,EH20 9RE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1962,33.3,Absolute Wealth Management Ltd,586670,tier_4,6,0,0,,,BS6 7PY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1963,33.3,Spectrum Independent Financial Services,230080,tier_4,6,0,0,,,L24 9HJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1964,33.3,McAlpine Brown Smyth Ltd,975085,tier_4,6,0,0,,,BT6 8DD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1965,33.3,MEDICAL INVESTMENT & FINANCIAL MANAGEMENT LTD,210142,tier_4,6,0,0,,,HP16 9QL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1966,33.3,Suitable Financial Advice Ltd,313234,tier_4,6,0,0,,,PR6 0AG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1967,33.3,INDIGO FINANCIAL ADVICE LTD,434382,tier_4,6,0,0,,,BB8 0AD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1968,33.3,Akorn Financial Advice Limited,846158,tier_4,6,0,0,,,BB11 1UF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1969,33.3,Anglebury Financial Associates LLP,605658,tier_4,6,0,0,,,BH20 4NX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1970,33.3,Rock Financial Advisors Ltd,750001,tier_4,6,0,0,,,TN38 9UH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1971,33.3,Rosemount Asset Management Ltd,503943,tier_4,6,0,0,,,G2 4JR,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1972,33.3,Edward Asset Management LLP,400367,tier_4,6,0,0,,,L3 4BJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1973,33.3,Aptus Wealth Limited,630120,tier_4,6,0,0,,,RH12 1TL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1974,33.3,ASSURED PRIVATE WEALTH LTD,718755,tier_4,6,0,0,,,SO40 9DQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1975,33.3,Danum Financial Services Limited,609264,tier_4,6,0,0,,,DN5 9AG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1976,33.3,PBR FINANCIAL SERVICES LTD,621423,tier_4,6,0,0,,,SW14 8EL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1977,33.3,BLH FINANCIAL SERVICES LTD,831380,tier_4,6,0,0,,,CH65 3EN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1978,33.3,HIGHCLERE FINANCIAL SERVICES LIMITED,727212,tier_4,6,0,0,,,HP4 1AA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1979,33.3,FREEMAN FINANCIAL SERVICES LTD,522048,tier_4,6,0,0,,,WF8 1HH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1980,33.3,C D D Financial Services,715797,tier_4,6,0,0,,,BT74 7DP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1981,33.3,Alan Ellis Financial Services Limited,799828,tier_4,6,0,0,,,EH42 1RF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1982,33.3,HOWARD EVANS FINANCIAL SERVICES LIMITED,436295,tier_4,6,0,0,,,SA11 3AY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1983,33.3,HDG Financial Services Ltd,756172,tier_4,6,0,0,,,EC4N 6NP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1984,33.3,THOMAS & THOMAS FINANCIAL SERVICES LIMITED,479335,tier_4,6,0,0,,,SA61 1XN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1985,33.3,James Brewster Financial Services Limited,672429,tier_4,6,0,0,,,DL3 9EL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1986,33.3,Jack Lawrence Insurance & Financial Services,599172,tier_4,6,0,0,,,PL7 4AJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1987,33.3,BLACK DOG FINANCIAL SERVICES LTD.,512436,tier_4,6,0,0,,,IV32 7QN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1988,33.3,DHW Financial Services Ltd,707292,tier_4,6,0,0,,,NG34 8GG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1989,33.3,Kennet Financial Services LLP,670689,tier_4,6,0,0,,,SN10 1AP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1990,33.3,Engage Financial Services Ltd,775721,tier_4,6,0,0,,,N20 9HR,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1991,33.3,Surrey Downs Financial Services Limited,787019,tier_4,6,0,0,,,GU10 1PX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1992,33.3,Witham Financial Services Limited,761954,tier_4,6,0,0,,,LN6 3QN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1993,33.3,RJH Mortgage and Financial Services Limited,456729,tier_4,6,0,0,,,NE8 3FL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1994,33.3,Argyll Financial Services Limited,663026,tier_4,6,0,0,,,PA23 8BJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1995,33.3,Herbert Financial Services,479204,tier_4,6,0,0,,,BN2 7FL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1996,33.3,Derbyshire Independent Financial Advisers LLP,624915,tier_4,5,0,0,,,DE65 6AA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1997,33.3,LINCOLNSHIRE INDEPENDENT FINANCIAL ADVISERS LIMITED,472637,tier_4,5,0,0,,,DN9 1EG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1998,33.3,DML Financial Advisers,232027,tier_4,5,0,0,,,HD4 5TY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
1999,33.3,Barry Fenton Independent Financial Advisers Ltd,460779,tier_4,5,0,0,,,DN1 2DJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2000,33.3,Phillip Masters Independent Financial Advisers Limited,466062,tier_4,5,0,0,,,N20 9AE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2001,33.3,CUMMINS FINANCIAL ADVISERS LIMITED,430771,tier_4,5,0,0,,,LL12 0AY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2002,33.3,Fairway Independent Financial Advisers Limited,737373,tier_4,5,0,0,,,KT8 0DT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2003,33.3,BBI INDEPENDENT FINANCIAL ADVISERS LIMITED,471166,tier_4,5,0,0,,,DY10 1AF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2004,33.3,CMD Independent Financial Advisers Limited,457661,tier_4,5,0,0,,,SP11 7DA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2005,33.3,Ace Financial Advisers Limited,453134,tier_4,5,0,0,,,NG34 7TW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2006,33.3,Seren Financial Advisers Ltd,606102,tier_4,5,0,0,,,CF71 7AE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2007,33.3,Andrew Heptinstall Financial Services LLP,486877,tier_4,5,0,0,,,HX7 5DR,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2008,33.3,People and Business IFA Limited,622446,tier_4,5,0,0,,,L33 7TW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2009,33.3,Patricia Anne Wray,629519,tier_4,5,0,0,,,PR6 9BD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2010,33.3,Financial Planning Associates LLP,554912,tier_4,5,0,0,,,DN20 8JE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2011,33.3,Leeburn Financial Planning (NI) Limited,662544,tier_4,5,0,0,,,BT26 6GR,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2012,33.3,Richstone Park Financial Planning Limited,1036161,tier_4,5,0,0,,,LE10 1QU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2013,33.3,FOUR SEASONS FINANCIAL PLANNING LIMITED,475657,tier_4,5,0,0,,,KT19 0EB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2014,33.3,The Heritage Financial Planning Partnership,622662,tier_4,5,0,0,,,CV8 2LG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2015,33.3,Green Financial Planning Limited,604178,tier_4,5,0,0,,,TN40 1JB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2016,33.3,ERG FINANCIAL PLANNING LTD,533548,tier_4,5,0,0,,,EH31 2HB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2017,33.3,Christina Clegg Financial Planning Services Limited,735704,tier_4,5,0,0,,,BB9 6BP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2018,33.3,Questa Wealth & Financial Planning Limited,750005,tier_4,5,0,0,,,PR1 6AS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2019,33.3,PRACTICAL FINANCIAL PLANNING LTD.,536929,tier_4,5,0,0,,,BA1 3LH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2020,33.3,MOWATT FINANCIAL PLANNING LIMITED,503837,tier_4,5,0,0,,,YO61 3HX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2021,33.3,Bastion Financial Planning Limited,694856,tier_4,5,0,0,,,GU1 3JG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2022,33.3,STRATEGIC FINANCIAL PLANNING (SFP) LIMITED,470092,tier_4,5,0,0,,,OX25 5LH,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2023,33.3,Acorn Financial Planning Limited,606155,tier_4,5,0,0,,,GL53 0AN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2024,33.3,Dragon Financial Planning Ltd,841978,tier_4,5,0,0,,,NP20 4HA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2025,33.3,MJC Financial Planning Limited,528810,tier_4,5,0,0,,,TA21 8NS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2026,33.3,Proposito Financial Planning Limited,572159,tier_4,5,0,0,,,GL7 2AJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2027,33.3,Arian Financial Planning Ltd,544532,tier_4,5,0,0,,,SA14 8YP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2028,33.3,Chapter House Wealth Management Limited,913373,tier_4,5,0,0,,,WS14 9BW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2029,33.3,Benchmark Wealth Management Limited,797692,tier_4,5,0,0,,,WA16 7AW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2030,33.3,Peartree Wealth Management Ltd,224273,tier_4,5,0,0,,,CM22 7WE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2031,33.3,Vita Wealth Management Ltd,628609,tier_4,5,0,0,,,BR6 7AZ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2032,33.3,Zodiac Wealth Management Limited,976075,tier_4,5,0,0,,,N3 2BS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2033,33.3,GRAFTON COURT WEALTH MANAGEMENT LTD,994563,tier_4,5,0,0,,,BS32 4TU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2034,33.3,Pathfinder Wealth Management Ltd,1017317,tier_4,5,0,0,,,RG41 5TP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2035,33.3,Stepping Stones Wealth Management Ltd,589048,tier_4,5,0,0,,,CF32 9BS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2036,33.3,AFL WEALTH MANAGEMENT LIMITED,518701,tier_4,5,0,0,,,LL14 6NJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2037,33.3,Create Wealth Management Ltd,425738,tier_4,5,0,0,,,NP20 4PG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2038,33.3,Brooks Wealth Management LLP,473759,tier_4,5,0,0,,,BS9 4DX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2039,33.3,Integrated Wealth Management Ltd,563705,tier_4,5,0,0,,,FK9 4NF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2040,33.3,Verity Wealth Management LLP,618523,tier_4,5,0,0,,,NE38 0AQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2041,33.3,Holroyd & Co Wealth Management Limited,650965,tier_4,5,0,0,,,HD3 4ND,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2042,33.3,Georgetown Wealth Management LLP,778812,tier_4,5,0,0,,,G1 3PF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2043,33.3,PANORAMIC WEALTH MANAGEMENT LIMITED,705785,tier_4,5,0,0,,,TN3 0AQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2044,33.3,Howlett Reid Wealth Management,841219,tier_4,5,0,0,,,CM6 1DA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2045,33.3,DOLPHIN WEALTH MANAGEMENT LIMITED,488273,tier_4,5,0,0,,,BH18 9JP,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2046,33.3,Vertis Private Wealth Management Limited,576184,tier_4,5,0,0,,,DY10 1JF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2047,33.3,Money Penny Wealth Management Limited,964654,tier_4,5,0,0,,,NE4 7YL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2048,33.3,Oyster Wealth Management Limited,484308,tier_4,5,0,0,,,IP29 5QJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2049,33.3,Juniper Wealth Management Limited,973711,tier_4,5,0,0,,,PR2 1AU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2050,33.3,TheWealthPoint Management Ltd,999777,tier_4,5,0,0,,,L1 0AF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2051,33.3,Independent Financial Advice Bureau (Watford) LLP,652973,tier_4,5,0,0,,,AL1 1BZ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2052,33.3,Hayden Kilkelly Independent Financial Advisors Limited,711070,tier_4,5,0,0,,,DY6 0JT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2053,33.3,CHOICE INDEPENDENT FINANCIAL SERVICES LIMITED,512486,tier_4,5,0,0,,,LN1 1LS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2054,33.3,Temple Bar Independent Financial Advice Limited,401740,tier_4,5,0,0,,,WR3 7NJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2055,33.3,PRISM INDEPENDENT FINANCIAL MANAGEMENT LIMITED,426567,tier_4,5,0,0,,,SA61 2DA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2056,33.3,ALWAYS INDEPENDENT FINANCIAL SOLUTIONS LIMITED,528062,tier_4,5,0,0,,,DL10 7QS,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2057,33.3,B INDEPENDENT FINANCIAL SERVICES LIMITED,495727,tier_4,5,0,0,,,TF3 2NN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2058,33.3,I.D. Bond Independent Financial Services Ltd,229704,tier_4,5,0,0,,,WS15 2TX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2059,33.3,Redfield,313585,tier_4,5,0,0,,,LL13 9UT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2060,33.3,415 LLP,479512,tier_4,5,0,0,,,OX12 9AB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2061,33.3,Investment Risk Management Ltd,501839,tier_4,5,0,0,,,M1 2HY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2062,33.3,SOUND FINANCIAL ADVICE LIMITED,486790,tier_4,5,0,0,,,SM2 5NL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2063,33.3,IQ FINANCIAL ADVICE LIMITED,586078,tier_4,5,0,0,,,LN6 7DQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2064,33.3,DP's Financial Advice & Services,222166,tier_4,5,0,0,,,B91 1QD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2065,33.3,SJ Financial Advice Ltd,650923,tier_4,5,0,0,,,KT18 7BZ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2066,33.3,OPTIMUM FINANCIAL ADVISORS LIMITED,407900,tier_4,5,0,0,,,CM2 6LU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2067,33.3,JPM Asset Management Limited,453251,tier_4,5,0,0,,,RG6 1PT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2068,33.3,DBL Asset Management LLP,468821,tier_4,5,0,0,,,SK9 5EQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2069,33.3,BATEMAN ASSET MANAGEMENT LIMITED,462900,tier_4,5,0,0,,,CV34 4HU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2070,33.3,LK Asset Management LLP,496059,tier_4,5,0,0,,,L15 9EG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2071,33.3,Oak Private Wealth Ltd,968529,tier_4,5,0,0,,,EC4N 7AF,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2072,33.3,SPECIALIST PRIVATE WEALTH LIMITED,441386,tier_4,5,0,0,,,W1J 6EJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2073,33.3,Harrington & Horne Financial Services Ltd,575251,tier_4,5,0,0,,,W7 2AG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2074,33.3,HARRISON BROWN FINANCIAL SERVICES LIMITED,441521,tier_4,5,0,0,,,DL5 6ZE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2075,33.3,D M CAGER (FINANCIAL SERVICES) LIMITED,485886,tier_4,5,0,0,,,SL6 1DT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2076,33.3,Completely Financial Services Limited,408233,tier_4,5,0,0,,,HG1 2PW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2077,33.3,BUTCHER & MOODY FINANCIAL SERVICES LIMITED,845514,tier_4,5,0,0,,,SO53 3TG,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2078,33.3,Kyle Insurance and Financial Services LLP,930489,tier_4,5,0,0,,,BT36 5JZ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2079,33.3,Copperstone Financial Services Ltd,448232,tier_4,5,0,0,,,SA3 1HA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2080,33.3,Horton Kirby Financial Services Ltd,488660,tier_4,5,0,0,,,RH2 9LA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2081,33.3,Venture Financial Services Ltd,958446,tier_4,5,0,0,,,EH13 0LE,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2082,33.3,MANOR HOUSE FINANCIAL SERVICES LTD.,301023,tier_4,5,0,0,,,LS23 7AB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2083,33.3,Caton Fry Financial Services Limited,223935,tier_4,5,0,0,,,E18 1BD,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2084,33.3,MAGENTA FINANCIAL SERVICES LTD,533576,tier_4,5,0,0,,,NR10 4NU,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2085,33.3,SIMPLE FINANCIAL SERVICES LIMITED,442075,tier_4,5,0,0,,,G3 7PJ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2086,33.3,Kenneth Alan Partnership Financial Services,400533,tier_4,5,0,0,,,BN27 3PA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2087,33.3,Greycoat Financial Services Limited,917269,tier_4,5,0,0,,,EC3A 8AA,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2088,33.3,Aspen Financial Services Limited,467126,tier_4,5,0,0,,,KT1 4DY,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2089,33.3,Goodwin Financial Services Limited,953471,tier_4,5,0,0,,,LU7 1AW,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2090,33.3,Blackthorn Financial Services Ltd,951050,tier_4,5,0,0,,,NN11 3UB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2091,33.3,DG FINANCIAL SERVICES LIMITED,523247,tier_4,5,0,0,,,IP22 4GT,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2092,33.3,Gill Financial Services Limited,523237,tier_4,5,0,0,,,DD10 8EX,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2093,33.3,Futurity Financial Services Limited,577323,tier_4,5,0,0,,,EH4 1JN,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2094,33.3,FIRMUS FINANCIAL SERVICES LTD,585390,tier_4,5,0,0,,,ST4 3EL,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2095,33.3,Affinity Group Financial Services Limited,949987,tier_4,5,0,0,,,HA9 0LB,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
2096,33.3,Future Directions Financial Services Limited,690603,tier_4,5,0,0,,,BR3 4AQ,,0,0.12,12,80,5,multi_asset_cautious,20,Authorised,,True,True,True,False
