rank,priority_score,firm_name,frn,size_tier,adviser_count,total_reviews,top_rated_advisers,adviser_types,phone,postcode,website,cities_count,data_confidence,size_score,permission_score,distribution_score,top_mandate_category,top_mandate_score,fca_status,companies_house,fca_enriched,advises_retail,pension_transfers,manages_investments
312,33.4,Blackdown Financial,,tier_4,4,432,2,ifa|mortgage_adviser,01823429141,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
313,33.4,Navigate IFA,,tier_4,4,242,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
314,33.4,First Sentinel Wealth,,tier_4,3,169,1,ifa,02035446810,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
315,33.4,Wealth and Tax Management Ltd,,tier_4,3,334,1,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
316,33.4,Jane Newman Financial Planning Ltd,,tier_4,3,456,2,ifa|mortgage_adviser,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
317,33.4,Beaufort Wealth Management Ltd,,tier_4,3,174,2,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
318,33.4,Denham & Burd Wealth Management,,tier_4,3,294,2,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
319,33.4,NTM Financial Services Ltd,,tier_4,3,241,2,ifa,02922279219,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
320,33.4,Waymark Financial Limited,,tier_4,2,263,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
321,33.4,Bloom Financial Consulting Limited,,tier_4,2,108,2,ifa,02081667217,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
322,33.4,"Raymond James, Hitchin",,tier_4,2,350,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
323,33.4,Expert Wealth Management,,tier_4,2,172,2,ifa,03300388939,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
324,33.4,The Orchard Practice,,tier_4,2,161,2,ifa,03300388941,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
325,33.4,Engage Financial Services Ltd,,tier_4,2,128,2,ifa,02081668476,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
326,33.4,3D Financial Planning,,tier_4,2,176,2,ifa,03300388939,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
327,33.4,Logic Financial Services Ltd.,,tier_4,2,110,1,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
328,33.4,DGS Chartered Financial Planners,,tier_4,2,146,2,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
329,33.4,JPA Financial Services LTD,,tier_4,2,269,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
330,33.4,Tudor Franklin Independent Financial Advice,,tier_4,2,231,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
331,33.4,Chartwell Financial Services,,tier_4,2,133,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
332,33.4,Vista Financial Management Ltd,,tier_4,2,356,2,ifa|mortgage_adviser,01132385300,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
333,33.4,Elmfield Financial Planning Ltd,,tier_4,2,115,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
334,33.4,Bedford Wealth Ltd,,tier_4,2,200,2,ifa,03300388941,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
335,33.4,Adcas Financial Management Ltd,,tier_4,2,287,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
336,33.4,Edward Asset Management LLP,,tier_4,2,122,2,ifa,01512219700,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
337,33.4,Fogwill & Jones Wealth Management,,tier_4,2,231,1,ifa,01144469457,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
338,33.4,TheWealthPoint,,tier_4,2,168,2,ifa,01512219238,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
339,33.4,Cove Financial Planning,,tier_4,2,121,2,ifa,01132385300,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
340,33.4,Financial Succession Ltd,,tier_4,2,153,1,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
341,33.4,Roxburgh Financial Services,,tier_4,2,282,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
342,33.4,Lifeplan Financial Management Ltd,,tier_4,2,360,1,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
343,33.4,Vital Financial Planning,,tier_4,2,293,2,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
344,33.4,Beesure Ltd,,tier_4,2,204,1,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
345,33.4,Chris Bibb Independent Financial Advice,,tier_4,2,132,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
346,33.4,Diligent Wealth Planning Ltd,,tier_4,2,256,1,ifa,02920538857,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
347,33.4,Amethyst Independent Financial Advisers LLP,,tier_4,2,170,1,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
348,33.4,Modulus Financial Planning,,tier_4,2,124,2,ifa,03300388938,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
349,33.4,Engage Wealth Management,,tier_4,2,112,2,ifa,01273767211,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
350,33.4,Stonegate Wealth Management,,tier_4,2,271,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
351,33.4,Cornwall Finance & Investment Services Ltd,,tier_4,2,134,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
352,33.4,F H. Manning Financial Services Limited,,tier_4,2,270,2,ifa,03300388939,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
353,33.4,Attain Wealth Management Limited,,tier_4,2,240,2,ifa,03300388940,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
354,33.4,57 North Financial Planning,,tier_4,2,116,2,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
355,33.4,Border Finance Limited,,tier_4,1,1910,1,ifa,03300388942,,,1,0.38,21,60,10,multi_asset_cautious,30,,,False,,,
356,33.3,Fyfe Financial,0114287,tier_4,2,50,2,ifa,01142870193,S11 9PJ,,1,0.62,17,60,25,multi_asset_cautious,30,,,True,,,
357,33.2,Medical Family Finance,,tier_3,8,677,7,fa_restricted,02035510160,,,1,0.38,33,50,0,multi_asset_cautious,25,,,False,,,
358,33.0,Julian Harris Financial Consultants,,tier_4,3,69,2,ifa|mortgage_adviser,02081668476,,,2,0.38,20,60,10,multi_asset_cautious,30,,,False,,,
359,33.0,Xentum,,tier_4,3,77,1,ifa,03300388942,,,2,0.38,20,60,10,multi_asset_cautious,30,,,False,,,
360,33.0,NewRoad Financial Planning,,tier_4,2,91,2,ifa,02081668476,,,2,0.38,20,60,10,multi_asset_cautious,30,,,False,,,
361,33.0,Realise Wealth Management Ltd,,tier_4,2,87,2,ifa,03300388938,,,2,0.38,20,60,10,multi_asset_cautious,30,,,False,,,
362,33.0,Retirement Professionals Ltd,,tier_4,2,96,1,ifa,03300388938,,,2,0.38,20,60,10,multi_asset_cautious,30,,,False,,,
363,32.9,Spolton Mortgages,993383,tier_3,4,433,3,mortgage_adviser|mortgage_limited,+4401529300500,NG34 7TW,,2,0.75,31,50,15,multi_asset_cautious,20,Appointed representative,10903440,True,,,
364,32.9,Evolution Financial Planning Ltd,593368,tier_4,1,45,0,ifa,+4403303322612,ME5 9FD,,1,0.75,16,60,25,multi_asset_cautious,30,Appointed representative,08117933,True,,,
365,32.9,Pentagon Wealth,846206,tier_4,1,57,0,ifa,+4402070822385,N14 6BN,,1,0.75,16,60,25,multi_asset_cautious,30,Appointed representative,12057871,True,,,
366,32.9,Atticus Financial Planning Ltd,943598,tier_4,1,26,0,ifa,+4407975542098,GU34 5TG,,1,0.75,16,60,25,multi_asset_cautious,30,Appointed representative,12825620,True,,,
367,32.8,Frizzell Wealth Management Ltd,,tier_3,9,238,8,fa_restricted,03300388938,,,2,0.38,32,50,0,multi_asset_cautious,25,,,False,,,
368,32.8,IQ&Co Ltd,,tier_3,7,376,5,fa_restricted,03300388940,,,2,0.38,32,50,0,multi_asset_cautious,25,,,False,,,
369,32.8,Ablestoke Financial Planning LLP,,tier_3,6,283,3,fa_restricted|mortgage_limited,02035510160,,,2,0.38,32,50,0,multi_asset_cautious,25,,,False,,,
370,32.8,Ashwood Law Wealth Management Ltd,,tier_3,6,321,6,fa_restricted,03300388940,,,2,0.38,32,50,0,multi_asset_cautious,25,,,False,,,
371,32.8,Ballantine Wealth Management Ltd,,tier_3,5,358,5,fa_restricted,03300388940,,,2,0.38,32,50,0,multi_asset_cautious,25,,,False,,,
372,32.8,Beals Mortgage and Financial Services Ltd,,tier_3,3,522,3,fa_restricted,03300388938,,,3,0.38,30,50,8,multi_asset_cautious,25,,,False,,,
373,32.8,Langford Turnbull,928002,tier_4,1,13,0,ifa,+4407402702789,HD1 1PA,gregturnbull.2plan.com,1,0.88,12,60,40,multi_asset_cautious,30,Appointed representative,07611139,True,,,
374,32.6,Lomond Wealth,,tier_4,4,87,3,ifa,03300388940,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
375,32.6,Bespoke Independent Financial Advisers Limited,,tier_4,4,86,3,ifa,03300388938,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
376,32.6,Ifamax Wealth Management,,tier_4,3,55,3,ifa,01172950022,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
377,32.6,Independent Financial Advice Centre,,tier_4,3,94,3,ifa,03300388938,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
378,32.6,Clockswood Wealth Management Limited,,tier_4,2,246,0,ifa,02035510160,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
379,32.6,JW Financial Services Ltd,,tier_4,2,260,0,ifa,03300388939,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
380,32.6,Gem & Co Financial Services Ltd,,tier_4,2,194,0,ifa,02035510160,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
381,32.6,Best Financial Planning Ltd,,tier_4,2,102,0,ifa|mortgage_adviser,03300388941,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
382,32.6,AFH Wealth Management Nantwich,,tier_4,2,134,0,ifa,03300388940,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
383,32.6,Questa Chartered,,tier_4,2,126,0,ifa,03300388942,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
384,32.6,Aqua Financial Limited,,tier_4,2,125,0,ifa,03300388938,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
385,32.6,3R Financial Services Ltd,,tier_4,2,433,0,ifa,03300388938,,,1,0.38,19,60,10,multi_asset_cautious,30,,,False,,,
386,32.2,A S Financial,,tier_3,7,978,5,mortgage_adviser,02081668476,,,1,0.38,33,50,0,multi_asset_cautious,20,,,False,,,
387,32.2,Ellis Davies Financial Planning,,tier_4,3,65,0,ifa,03300388938,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
388,32.2,Cornerstone Financial Planning,,tier_4,2,51,0,ifa,03300388938,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
389,32.2,Perspective (Marlborough Place),,tier_4,2,32,0,ifa,03300388940,,,2,0.38,18,60,10,multi_asset_cautious,30,,,False,,,
390,32.0,Navigation Wealth Management Ltd,,tier_3,6,351,2,fa_restricted,03300388938,,,2,0.38,30,50,0,multi_asset_cautious,25,,,False,,,
391,32.0,iWealth Financial Ltd,0113238,tier_4,1,131,0,ifa,01132385317,,,1,0.5,15,60,20,multi_asset_cautious,30,,,True,,,
392,31.8,Amber River Johnston Financial,,tier_4,4,32,2,ifa,01312680099,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
393,31.8,Blue Heron Financial Services Limited,,tier_4,3,94,2,fa_restricted|ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
394,31.8,Perspective (Thornton Springer) Ltd,,tier_4,3,65,2,ifa,02081668476,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
395,31.8,Consilium Financial Services,,tier_4,3,77,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
396,31.8,Matheson Charles Limited,,tier_4,3,31,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
397,31.8,J Edward Sellars,,tier_4,3,46,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
398,31.8,DS Howell Financial Services Ltd,,tier_4,3,99,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
399,31.8,Hoxton Wealth,,tier_4,2,57,2,ifa,02081668476,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
400,31.8,Church's Financial Planning,,tier_4,2,76,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
401,31.8,Peter Neal Pensions LLP,,tier_4,2,42,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
402,31.8,Price Ferguson (Esher) Limited,,tier_4,2,21,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
403,31.8,Furnley House - Financial Planning Partners,,tier_4,2,72,1,ifa,01162389953,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
404,31.8,Slaiyburn Financial Planning,,tier_4,2,82,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
405,31.8,WealthConnect Financial Planning Limited,,tier_4,2,33,1,ifa,01134279378,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
406,31.8,First Equitable (UK) Ltd,,tier_4,2,49,1,ifa,01512219238,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
407,31.8,Medical & General Financial Solutions Ltd,,tier_4,2,30,2,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
408,31.8,Greycoat Financial Services Limited,,tier_4,1,123,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
409,31.8,Audley Wealth,,tier_4,1,128,1,ifa,02035510160,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
410,31.8,Compton Financial Services,,tier_4,1,161,1,ifa,02081667217,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
411,31.8,Slipaczek Chartered Financial Planners,,tier_4,1,393,1,ifa,02081667217,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
412,31.8,Liberty IFA,,tier_4,1,154,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
413,31.8,WLS Investment Partnership Ltd,,tier_4,1,183,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
414,31.8,Four Seasons Financial Planning,,tier_4,1,190,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
415,31.8,Brady Financial Planning,,tier_4,1,224,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
416,31.8,David Ruler Financial Planning Limited,,tier_4,1,199,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
417,31.8,Giles Warren Financial Ltd,,tier_4,1,175,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
418,31.8,Strategic Vision Wealth Management,,tier_4,1,167,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
419,31.8,Steven Green Financial Planning,,tier_4,1,142,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
420,31.8,ilumiti,,tier_4,1,111,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
421,31.8,Squirrel Financial Planning LTD,,tier_4,1,176,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
422,31.8,Expert Independent Financial Planning Limited,,tier_4,1,193,1,ifa,02081667217,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
423,31.8,365ifa,,tier_4,1,117,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
424,31.8,Orchard Wealth Limited,,tier_4,1,101,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
425,31.8,Blueberry Financial Ltd,,tier_4,1,102,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
426,31.8,Whitebeam Independent Financial Advice Ltd,,tier_4,1,141,1,ifa,01213668422,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
427,31.8,Ethical Adviser (UK) Limited,,tier_4,1,123,1,ifa,01213668422,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
428,31.8,Meriden Financial Planning Limited,,tier_4,1,286,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
429,31.8,Chapter House Wealth Management Ltd,,tier_4,1,165,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
430,31.8,Sigma Wealth Partners Limited,,tier_4,1,124,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
431,31.8,Orca Wealth,,tier_4,1,117,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
432,31.8,Fresh Approach Financial Planning Limited,,tier_4,1,274,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
433,31.8,Hannah Cowell Financial Services Ltd,,tier_4,1,302,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
434,31.8,Credencis,,tier_4,1,290,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
435,31.8,Temple Bar Independent Financial Advice Limited,,tier_4,1,177,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
436,31.8,Three Financial Planning Limited,,tier_4,1,197,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
437,31.8,Grange Estates Wealth Management,,tier_4,1,291,1,ifa,01157740081,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
438,31.8,Wealth Transfer Specialist,,tier_4,1,138,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
439,31.8,Cobens Wealth Management,,tier_4,1,100,1,ifa,01162389070,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
440,31.8,Harmony Wealth Management,,tier_4,1,120,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
441,31.8,MDM Wealth Ltd,,tier_4,1,106,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
442,31.8,BBT Group Ltd,,tier_4,1,106,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
443,31.8,Stepping Stones Financial Solutions Ltd.,,tier_4,1,114,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
444,31.8,Raven Wealth,,tier_4,1,123,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
445,31.8,Vantreo Wealth Management Ltd,,tier_4,1,104,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
446,31.8,Innes Reid,,tier_4,1,101,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
447,31.8,Individual Financial Services,,tier_4,1,281,1,ifa,01612198546,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
448,31.8,Fleming & Co Wealth Management Ltd,,tier_4,1,182,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
449,31.8,Charnock & Adlington Wealth Planning,,tier_4,1,159,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
450,31.8,Chris Lunt IFA Limited,,tier_4,1,387,1,ifa,01512219238,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
451,31.8,Christina Clegg Financial Planning Services Limited,,tier_4,1,379,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
452,31.8,Cummins Financial Advisers Limited,,tier_4,1,132,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
453,31.8,ALLISONS FINANCIAL PLANNING LTD,,tier_4,1,178,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
454,31.8,Spectrum Independent Financial Services,,tier_4,1,129,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
455,31.8,Perspective (Springfield),,tier_4,1,151,1,ifa,01772937317,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
456,31.8,Finli,,tier_4,1,218,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
457,31.8,Barker Sutcliffe and Associates Ltd,,tier_4,1,147,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
458,31.8,Lloyd & Co. Financial Planning,,tier_4,1,128,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
459,31.8,HGH Wealth Management Ltd,,tier_4,1,108,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
460,31.8,Perspective (Hawley & Wood),,tier_4,1,209,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
461,31.8,KPW Investments LLP,,tier_4,1,207,1,ifa,01413760059,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
462,31.8,Just Financial Group Ltd.,,tier_4,1,190,1,ifa,01413760059,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
463,31.8,17 Wealth Management,,tier_4,1,276,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
464,31.8,MX Independent Financial Services Ltd,,tier_4,1,293,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
465,31.8,Adelp Financial Solutions Ltd,,tier_4,1,123,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
466,31.8,Wirral Financial Services Ltd,,tier_4,1,131,1,ifa,01513537186,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
467,31.8,Boulton Financial Services Ltd,,tier_4,1,230,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
468,31.8,More Than Mortgages Limited,,tier_4,1,123,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
469,31.8,Finura Partners,,tier_4,1,101,1,ifa,01172950022,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
470,31.8,Aureus Wealth Management,,tier_4,1,117,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
471,31.8,Positive Wealth Creation Ltd,,tier_4,1,228,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
472,31.8,Rogerstone IFA,,tier_4,1,156,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
473,31.8,Affinity Financial Advisors Ltd,,tier_4,1,123,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
474,31.8,Saltus Partnership Limited,,tier_4,1,220,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
475,31.8,TT Wealth Limited,,tier_4,1,223,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
476,31.8,Toby Evans Financial Planning Ltd,,tier_4,1,129,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
477,31.8,Savvy Wealth Management,,tier_4,1,232,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
478,31.8,Ian D Campbell Independent Financial Services Ltd,,tier_4,1,131,1,ifa,03300388938,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
479,31.8,JM Wealth,,tier_4,1,137,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
480,31.8,Affinity Financial Management Limited,,tier_4,1,154,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
481,31.8,LM Financial Planning,,tier_4,1,146,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
482,31.8,Polaris Wealth Management Ltd,,tier_4,1,147,1,ifa,01144469457,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
483,31.8,Sense Financial Solutions Limited,,tier_4,1,277,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
484,31.8,Balance: Wealth Planning Limited  |  Chartered Financial Planners  |  Life Planning Experts  |  Pension Transfer Specialists,,tier_4,1,148,1,ifa,01157749092,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
485,31.8,TC Group Financial Planning Llp,,tier_4,1,148,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
486,31.8,MISSION FINANCIAL PLANNING LIMITED,,tier_4,1,108,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
487,31.8,Seven Stars Private Wealth Limited,,tier_4,1,102,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
488,31.8,DMH Private Wealth Limited,,tier_4,1,113,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
489,31.8,The Mortgage Centre (NI),,tier_4,1,221,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
490,31.8,Sheraton Financial Planning Ltd,,tier_4,1,288,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
491,31.8,Lonsdale Wealth Management,,tier_4,1,106,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
492,31.8,Blyth Wealth Management Limited,,tier_4,1,123,1,ifa,03300388941,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
493,31.8,Barwells Wealth,,tier_4,1,114,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
494,31.8,Advice2U,,tier_4,1,138,1,ifa,03300388942,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
495,31.8,Robertsons & Crawford Limited,,tier_4,1,127,1,ifa,01184430189,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
496,31.8,In Partnership,,tier_4,1,123,1,ifa,03300388940,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
497,31.8,Manning and Company,,tier_4,1,283,1,ifa,03300388939,,,1,0.38,17,60,10,multi_asset_cautious,30,,,False,,,
